Sr. No.,Company name,ISIN,BSE Symbol,BSE 6 month Avg Total Market Cap in (Rs. Crs.),NSE Symbol,NSE 6 month Avg Total Market Cap (Rs. Crs.),MSEI Symbol,MSEI 6 month Avg Total Market Cap in (Rs Crs.),Average of All Exchanges (Rs. Cr.),"Categorization as per SEBI Circular dated Oct 6, 2017"
2465,GOLDEN TOBACCO LTD.,INE973A01010,GOLDENTOBC,87.8,GOLDENTOBC,87.7018,,,87.7509,Small Cap
2466,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LTD.,INE431F01018,,,PKTEA,87.553,,,87.553,Small Cap
2467,BIHAR SPONGE IRON LTD,INE819C01011,BIHSPONG,87.45,,,,,87.45,Small Cap
2468,GUJARAT INTRUX LIMITED,INE877E01015,GUJINTRX,87.25,,,,,87.25,Small Cap
2469,VIDLI RESTAURANTS LIMITED,INE564S01019,VIDLI,87.1795,,,,,87.1795,Small Cap
2470,COSCO (INDIA) LTD.,INE949B01018,COSCO,87.06,,,,,87.06,Small Cap
2471,G-TEC JAINX EDUCATION LTD.,INE586X01012,,,GTECJAINX,86.8148,,,86.8148,Small Cap
2472,SOMI CONVEYOR BELTINGS LIMITED,INE323J01019,SOMICONV,86.5,SOMICONVEY,86.285,,,86.3925,Small Cap
2473,ITL INDUSTRIES LTD.,INE478D01014,ITL,86.02,,,,,86.02,Small Cap
2474,ALSTONE TEXTILES (INDIA) LIMITED,INE184S01024,ALSTONE,85.6,,,,,85.6,Small Cap
2475,DHRUV CONSULTANCY SERVICES LIMITED,INE506Z01015,DHRUV,85.53,DHRUV,85.3514,,,85.4407,Small Cap
2476,BANAS FINANCE LIMITED,INE521L01030,BANASFN,85.34,,,,,85.34,Small Cap
2477,SHETRON LTD.,INE278C01010,SHETR,85.32,,,,,85.32,Small Cap
2478,SHILP GRAVURES LTD.,INE960A01017,SHILGRAVQ,85.25,,,,,85.25,Small Cap
2479,VISTAR AMAR LIMITED,INE878P01019,VISTARAMAR,85.2,,,,,85.2,Small Cap
2480,SUNSHINE CAPITAL LTD.,INE974F01017,SCL,85.19,,,,,85.19,Small Cap
2481,POLYCHEM LTD,INE752B01024,POLYCHEM,85.06,,,,,85.06,Small Cap
2482,GALACTICO CORPORATE SERVICES LIMITED,INE906Y01028,GALACTICO,84.85,,,,,84.85,Small Cap
2483,THOMAS SCOTT (INDIA) LIMITED,INE480M01011,THOMASCOTT,86.54,THOMASCOTT,83.1268,,,84.8334,Small Cap
2484,DUTRON  POLYMERS LTD.,INE940C01015,DUTRON,84.55,,,,,84.55,Small Cap
2485,MUKESH BABU FINANCIAL SERVICES LTD.,INE596B01017,MUKESHB,84.33,,,,,84.33,Small Cap
2486,ABHINAV CAPITAL SERVICES LIMITED,INE516F01016,ABHICAP,84.06,,,,,84.06,Small Cap
2487,ANJANI FOODS LIMITED,INE096I01021,ANJANIFOODS,83.56,,,,,83.56,Small Cap
2488,AKG EXIM LTD.,INE00Y801016,,,AKG,83.4725,,,83.4725,Small Cap
2489,EDVENSWA ENTERPRISES LIMITED,INE125G01014,EDVENSWA,83.37,,,,,83.37,Small Cap
2490,ADVIK CAPITAL LIMITED,INE178T01024,ADVIKCA,83.36,,,,,83.36,Small Cap
2491,GANESHA ECOVERSE LIMITED,INE369Q01017,GANVERSE,83.27,,,,,83.27,Small Cap
2492,CALS REFINERIES LTD,INE040C01022,CALSREF,82.94,,,,,82.94,Small Cap
2493,MADHAV COPPER LTD.,INE813V01022,,,MCL,82.9125,,,82.9125,Small Cap
2494,RAJESHWARI CANS LIMITED,INE0CQ101015,RCAN,82.69,,,,,82.69,Small Cap
2495,GANGA PAPERS INDIA LTD,INE278O01015,GANGAPA,82.53,,,,,82.53,Small Cap
2496,VINNY OVERSEAS LIMITED,INE01KI01027,VINNY,82.56,VINNY,82.056,,,82.308,Small Cap
2497,"JYOTI LTD.,",INE511D01012,JYOTI,81.92,,,,,81.92,Small Cap
2498,AAA TECHNOLOGIES LIMITED,INE0D0U01013,AAATECH,81.84,AAATECH,81.8314,,,81.8357,Small Cap
2499,MEDICO INTERCONTINENTAL LIMITED,INE858Q01019,MIL,81.79,,,,,81.79,Small Cap
2500,"JOLLY PLASTIC INDUSTRIES LTD.,",INE289M01016,JOLYPLS,81.45,,,,,81.45,Small Cap
2501,PRISMX GLOBAL VENTURES LIMITED,INE286N01028,PRISMX,81.26,,,,,81.26,Small Cap
2502,SABOO SODIUM CHLORO LTD.,INE440C01016,SABOOSOD,81.26,,,,,81.26,Small Cap
2503,SINTEX PLASTICS TECHNOLOGY LTD.,INE501W01021,SINTEXPLAST,81.31,SPTL,80.5441,,,80.92705,Small Cap
2504,KRISHNA VENTURES LIMITED,INE537L01010,KRISHNA,80.76,,,,,80.76,Small Cap
2505,VIRAT CRANE INDUSTRIES LTD,INE295C01014,VIRATCRA,80.45,,,,,80.45,Small Cap
2506,"JAYSYNTH DYESTUFF (INDIA) LTD.,",INE703C01025,JAYSYN,80.36,,,,,80.36,Small Cap
2507,"KAYCEE INDUSTRIES LTD.,",INE813G01015,KAYCEEI,80.18,,,,,80.18,Small Cap
2508,NILACHAL REFRACTORIES LTD.,INE416N01013,NILACHAL,80.08,,,,,80.08,Small Cap
2509,MINAL INDUSTRIES LIMITED,INE097E01028,MINALIND,79.99,,,,,79.99,Small Cap
2510,KANISHK STEEL INDUSTRIES LTD,INE791E01018,KANSHST,79.68,,,,,79.68,Small Cap
2511,BIOFIL CHEMICALS & PHARMACEUTICALS,INE829A01014,BIOFILCHEM,79.69,BIOFILCHEM,79.6596,,,79.6748,Small Cap
2512,MUNOTH CAPITAL MARKET LTD,INE910G01027,MUNCAPM,79.47,,,,,79.47,Small Cap
2513,FUTURE LIFESTYLE FASHIONS LIMITED,INE452O01016,FLFL,79.46,FLFL,79.1315,,,79.29575,Small Cap
2514,SUPERIOR INDUSTRIAL ENTERPRISES LIMITED,INE843L01012,SIEL,79.29,,,,,79.29,Small Cap
2515,MEFCOM CAPITAL MARKETS LTD.,INE186C01023,MEFCOMCAP,79.28,,,,,79.28,Small Cap
2516,ELEGANT MARBLES & GRANI INDUSTRIES,INE095B01010,ELEMARB,79.25,,,,,79.25,Small Cap
2517,KREON FINNANCIAL SERVICES LIMITED,INE302C01018,KREONFIN,79.03,,,,,79.03,Small Cap
2518,ENVAIR ELECTRODYNE LTD.,INE601C01013,ENVAIREL,79.02,,,,,79.02,Small Cap
2519,KEYNOTE FINANCIAL SERVICES LIMITED,INE681C01015,KEYFINSER,79.13,KEYFINSERV,78.8372,,,78.9836,Small Cap
2520,SECUR CREDENTIALS LIMITED,INE195Y01010,SECURCRED,78.51,SECURCRED,78.4795,,,78.49475,Small Cap
2521,MORARJEE TEXTILES LIMITED,INE161G01027,MORARJEE,78.39,MORARJEE,78.3211,,,78.35555,Small Cap
2522,ASSOCIATED CERAMICS LTD.,INE771E01010,ASSOCER,78.32,,,,,78.32,Small Cap
2523,HB ESTATE DEVELOPERS LTD.,INE640B01021,HBESD,77.89,,,,,77.89,Small Cap
2524,K.G.DENIM LTD,INE104A01012,KGDENIM,77.63,,,,,77.63,Small Cap
2525,SHARDA ISPAT LTD.,INE385M01012,SHRDAIS,77.61,,,,,77.61,Small Cap
2526,LEXUS GRANITO (INDIA) LTD.,INE500X01013,,,LEXUS,77.5739,,,77.5739,Small Cap
2527,RETINA PAINTS LIMITED,INE0NTC01019,RETINA,77.51,,,,,77.51,Small Cap
2528,TREE HOUSE EDUCATION & ACCESSORIES LIMITED,INE040M01013,TREEHOUSE,77.31,TREEHOUSE,77.2154,,,77.2627,Small Cap
2529,Tree House Education & Accessories Limited,INE040M01013   ,,,,,TREEHOUSE,77.1573585846775,77.1573585846775,Small Cap
2530,BANKA BIOLOO LTD.,INE862Y01015,,,BANKA,77.0488,,,77.0488,Small Cap
2531,ARO GRANITE INDUSTRIES LTD.,INE210C01013,AROGRANITE,76.95,AROGRANITE,76.9022,,,76.9261,Small Cap
2532,SPS FINQUEST LIMITED,INE502O01018,SPS,76.7,,,,,76.7,Small Cap
2533,KANANI INDUSTRIES LTD,INE879E01037,KANANIIND,76.34,KANANIIND,76.3467,,,76.34335,Small Cap
2534,"JSL INDUSTRIES LTD.,",INE581L01018,JSLINDL,75.83,,,,,75.83,Small Cap
2535,MOKSH ORNAMENTS LTD.,INE514Y01020,,,MOKSH,75.7083,,,75.7083,Small Cap
2536,WE WIN LIMITED,INE082W01014,WEWIN,75.74,WEWIN,75.6155,,,75.67775,Small Cap
2537,Sunayana Investment Company Limited,INE724R01011,,,,,SUNAYANA,75.6228,75.6228,Small Cap
2538,SIMMONDS-MARSHALL LTD,INE657D01021,SIMMOND,75.58,,,,,75.58,Small Cap
2539,ACKNIT INDUSTRIES LTD,INE326C01017,ACKNIT,75.35,,,,,75.35,Small Cap
2540,TIRUPATI STARCH & CHEMICALS LTD.,INE314D01011,TIRUSTA,75.07,,,,,75.07,Small Cap
2541,AGRO PHOS INDIA LTD.,INE740V01019,,,AGROPHOS,75.0698,,,75.0698,Small Cap
2542,BENGAL TEA & FABRICS LTD.,INE665D01016,BENGALT,75.03,,,,,75.03,Small Cap
2543,ASIT C MEHTA FINANCIAL SERVICES LIMITED,INE041B01014,ASITCFIN,74.95,,,,,74.95,Small Cap
2544,APLAB LTD.,INE273A01015,APLAB,74.92,,,,,74.92,Small Cap
2545,PUNJ LLOYD LTD,INE701B01021,PUNJLLOYD,74.84,,,,,74.84,Small Cap
2546,GOLKUNDA DIAMONDS & JEWELLERY LTD.,INE798D01015,GOLKUNDIA,74.75,,,,,74.75,Small Cap
2547,MAXHEIGHTS INFRASTRUCTURE LIMITED,INE393F01010,MAXHEIGHTS,74.54,,,,,74.54,Small Cap
2548,SUPREME INFRASTRUCTURE INDIA LIMITED,INE550H01011,SUPREMEINF,74.41,SUPREMEINF,74.631,,,74.5205,Small Cap
2549,DHANASHREE ELECTRONICS LIMITED,INE413F01016,DEL,74.49,,,,,74.49,Small Cap
2550,MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,INE064R01012,MODULEX,74.36,,,,,74.36,Small Cap
2551,SHREYAS INTERMEDIATES LTD.,INE115F01017,SHREYASI,74.36,,,,,74.36,Small Cap
2552,CEREBRA INTEGRATED TECHNOLOGIES LTD.,INE345B01019,CEREBRAINT,77.22,CEREBRAINT,71.3236,,,74.2718,Small Cap
2553,CLARA INDUSTRIES LIMITED,INE0JJS01014,CLARA,74.25,,,,,74.25,Small Cap
2554,VASWANI INDUSTRIES LIMITED,INE590L01019,VASWANI,74.32,VASWANI,74.1677,,,74.24385,Small Cap
2555,ORIENT PRESS LTD.,INE609C01024,ORIENTLTD,74.29,ORIENTLTD,74.1347,,,74.21235,Small Cap
2556,TIRUPATI FINCORP LIMITED,INE642O01012,TIRUFIN,74.16,,,,,74.16,Small Cap
2557,DHOOT INDUSTRIAL FINANCE LTD.,INE313G01016,DHOOTIN,74.01,,,,,74.01,Small Cap
2558,YASH CHEMEX LIMITED,INE571U01010,YASHCHEM,73.93,,,,,73.93,Small Cap
2559,ACHYUT HEALTHCARE LIMITED,INE0K1401012,ACHYUT,73.8,,,,,73.8,Small Cap
2560,WALLFORT FINANCIAL SERVICES LTD.,INE121B01014,WALLFORT,73.57,,,,,73.57,Small Cap
2561,GORANI INDUSTRIES LTD.,INE792J01015,GORANIN,73.47,,,,,73.47,Small Cap
2562,"KATARE SPINNING MILLS LTD.,",INE498G01015,KATRSPG,73.39,,,,,73.39,Small Cap
2563,"M.M. RUBBER COMPANY LTD.,",INE159E01026,MMRUBBR-B,73.31,,,,,73.31,Small Cap
2564,SAMPANN UTPADAN INDIA LIMITED,INE735M01018,SAMPANN,73.22,SAMPANN,73.0161,,,73.11805,Small Cap
2565,The Ramaraju Surgical Cotton Mills Limited,INE328E01027,,,,,RAMARAJU,73.081612,73.081612,Small Cap
2566,BIRLA TYRES LIMITED,INE0AEJ01013,BIRLATYRES,73.06,,,,,73.06,Small Cap
2567,PRITHVI EXCHANGE (INDIA) LIMITED,INE621B01021,PRITHVIEXCH,73.01,,,,,73.01,Small Cap
2568,MCNALLY BHARAT ENGINEERING COMPANY LIMITED,INE748A01016,MBECL,73.76,MBECL,71.8595,,,72.80975,Small Cap
2569,ACME RESOURCES LIMITED,INE636B01011,ACME,72.73,,,,,72.73,Small Cap
2570,NRB INDUSTRIAL BEARINGS LIMITED,INE047O01014,NIBL,72.64,NIBL,72.5259,,,72.58295,Small Cap
2571,GODAVARI DRUGS LTD.,INE362C01012,GODAVARI,72.53,,,,,72.53,Small Cap
2572,GANGA FORGING LTD.,INE691Z01023,,,GANGAFORGE,72.513,,,72.513,Small Cap
2573,SAMBANDAM SPINNING MILLS LTD.,INE304D01012,SAMBANDAM,72.41,,,,,72.41,Small Cap
2574,GOBLIN INDIA LIMITED,INE492Z01018,GOBLIN,72.36,,,,,72.36,Small Cap
2575,DIVYASHAKTI LIMITED,INE410G01010,DIVSHKT,71.99,,,,,71.99,Small Cap
2576,PODDAR HOUSING AND DEVELOPMENT LIMITED,INE888B01018,PODDAR,72.06,PODDARHOUS,71.7944,,,71.9272,Small Cap
2577,SAM INDUSTRIES LTD.,INE653D01012,SAMINDUS,71.9,,,,,71.9,Small Cap
2578,J.TAPARIA PROJECTS LTD,INE075K01013,JTAPARIA,71.68,,,,,71.68,Small Cap
2579,ATV PROJECTS INDIA LTD,INE447A01015,ATVPR,71.63,,,,,71.63,Small Cap
2580,ZENITH STEEL PIPES AND  INDUSTRIES LIMITED,INE318D01020,ZENITHSTL,71.56,ZENITHSTL,71.2722,,,71.4161,Small Cap
2581,SOMA TEXTILE & INDUSTRIES LTD,INE314C01013,SOMATEX,71.49,SOMATEX,71.2221,,,71.35605,Small Cap
2582,HINDUSTAN HARDY LIMITED,INE724D01011,HINDHARD,71.08,,,,,71.08,Small Cap
2583,EAST WEST HOLDINGS LIMITED,INE595R01023,EASTWEST,70.95,,,,,70.95,Small Cap
2584,SHREE RAM PROTEINS LTD.,INE008Z01020,,,SRPL,70.9019,,,70.9019,Small Cap
2585,SIR SHADI LAL ENTERPRISES LTD,INE117H01019,SSLEL,70.83,,,,,70.83,Small Cap
2586,MEDIAONE GLOBAL ENTERTAINMENT LIMITED,INE828I01019,MEDIAONE,70.73,,,,,70.73,Small Cap
2587,SITI NETWORKS LIMITED,INE965H01011,SITINET,71.46,SITINET,69.7291,,,70.59455,Small Cap
2588,AAKASH EXPLORATION SERVICES LTD.,INE087Z01024,,,AAKASH,70.5851,,,70.5851,Small Cap
2589,BABA ARTS LTD,INE893A01036,BABA,70.43,,,,,70.43,Small Cap
2590,CUBEX TUBINGS LTD,INE144D01012,CUBEXTUB,70.33,CUBEXTUB,70.391,,,70.3605,Small Cap
2591,NOVA IRON & STEEL LTD.,INE608C01026,NOVIS,70.31,,,,,70.31,Small Cap
2592,MANPASAND BEVERAGES LIMITED,INE122R01018,MANPASAND,70.28,,,,,70.28,Small Cap
2593,RAMINFO LIMITED,INE357B01022,RAMINFO,70.17,,,,,70.17,Small Cap
2594,KESAR PETROPRODUCTS LTD,INE133C01033,KESARPE,69.7,,,,,69.7,Small Cap
2595,HOV SERVICES LIMITED,INE596H01014,HOVS,69.63,HOVS,69.4953,,,69.56265,Small Cap
2596,EARTHSTAHL & ALLOYS LIMITED,INE0O4V01010,EARTH,69.56,,,,,69.56,Small Cap
2597,CANOPY FINANCE LIMITED,INE095R01016,CANOPYFIN,69.44,,,,,69.44,Small Cap
2598,BOHRA INDUSTRIES LTD.,INE802W01023,,,BOHRAIND,69.2507,,,69.2507,Small Cap
2599,PICCADILY SUGAR  & ALLIED LTD.,INE544C01023,PICCASUG,69.15,,,,,69.15,Small Cap
2600,UR SUGAR INDUSTRIES LIMITED,INE904R01027,URSUGAR,69.11,,,,,69.11,Small Cap
2601,EMERALD LEISURES LIMITED,INE044N01021,EMERALL,69.05,,,,,69.05,Small Cap
2602,ARYAMAN CAPITAL MARKETS LIMITED,INE229R01011,ARYACAPM,68.28,,,,,68.28,Small Cap
2603,METAL COATINGS (INDIA) LTD.,INE161E01014,METALCO,68.23,,,,,68.23,Small Cap
2604,ESCORP ASSET MANAGEMENT LIMITED,INE953W01016,ESCORP,68.15,,,,,68.15,Small Cap
2605,VEERAM SECURITIES LIMITED,INE607V01028,VSL,68.12,,,,,68.12,Small Cap
2606,MISHKA FINANCE AND TRADING LIMITED,INE231N01024,MISHKAFIN,68.1,,,,,68.1,Small Cap
2607,"PRECISION ELECTRONICS LTD.,",INE143C01024,PRECISIO,68.03,,,,,68.03,Small Cap
2608,CANDOUR TECHTEX LIMITED,INE713D01055,CANDOUR,67.76,,,,,67.76,Small Cap
2609,AURO LABORATORIES LTD.,INE292C01011,AUROLAB,67.66,,,,,67.66,Small Cap
2610,CROWN LIFTERS LTD.,INE491V01019,,,CROWN,67.5189,,,67.5189,Small Cap
2611,ALKA INDIA LTD.,INE061B01020,ALKA,67.5,,,,,67.5,Small Cap
2612,EMERALD FINANCE LIMITED,INE030Q01015,EMERALD,67.38,,,,,67.38,Small Cap
2613,QUADRANT TELEVENTURES LIMITED,INE527B01020,QUADRANT,67.36,,,,,67.36,Small Cap
2614,SHIVA MILLS LIMITED,INE644Y01017,SHIVAMILLS,67.16,SHIVAMILLS,67.1556,,,67.1578,Small Cap
2615,Tarini Enterprises Limited,INE999P01013,,,,,TARINIENT,66.9872834999999,66.9872834999999,Small Cap
2616,MAKERS LABORATORIES LTD.,INE987A01010,MAKERSL,66.88,,,,,66.88,Small Cap
2617,UNIVERSAL STARCH-CHEM ALLIED LTD.,INE113E01015,UNIVSTAR,66.6,,,,,66.6,Small Cap
2618,BANG OVERSEAS LTD,INE863I01016,BANG,66.57,BANG,66.5184,,,66.5442,Small Cap
2619,MSR INDIA LIMITED,INE331L01026,MSRINDIA,66.4,,,,,66.4,Small Cap
2620,"ALFRED HERBERT (INDIA) LTD.,",INE782D01027,ALFREDHE,66.37,,,,,66.37,Small Cap
2621,MANUGRAPH INDIA LTD,INE867A01022,MANUGRAPH,66.46,MANUGRAPH,66.2656,,,66.3628,Small Cap
2622,"P.B.M. POLYTEX LTD.,",INE501F01018,PBMPOLY,66,,,,,66,Small Cap
2623,TEJNAKSH HEALTHCARE LIMITED,INE030T01027,TEJNAKSH,65.98,,,,,65.98,Small Cap
2624,TRIDENT TEXOFAB LIMITED,INE071Y01013,TTFL,65.65,,,,,65.65,Small Cap
2625,ISL CONSULTING LTD,INE569B01022,ISLCONSUL,65.62,,,,,65.62,Small Cap
2626,UNIPLY INDUSTRIES LTD.,INE950G01023,UNIPLY,65.59,,,,,65.59,Small Cap
2627,KAMADGIRI FASHION LIMITED,INE535C01013,KAMADGIRI,65.19,,,,,65.19,Small Cap
2628,"WELCAST STEELS LTD.,",INE380G01015,ZWELCAST,65.15,,,,,65.15,Small Cap
2629,KRISHANVEER FORGE LIMITED,INE013J01016,KVFORGE,64.91,,,,,64.91,Small Cap
2630,CIL NOVA PETROCHEMICALS LIMITED,INE672K01025,CNOVAPETRO,64.9,,,,,64.9,Small Cap
2631,SANGAM FINSERV LIMITED,INE475D01010,SANGAMFIN,64.79,,,,,64.79,Small Cap
2632,ZENITH EXPORTS LTD.,INE058B01018,ZENITHEXPO,64.71,ZENITHEXPO,64.6558,,,64.6829,Small Cap
2633,NAGREEKA EXPORTS LTD.,INE123B01028,NAGREEKEXP,64.65,NAGREEKEXP,64.4183,,,64.53415,Small Cap
2634,SAMBHAAV MEDIA LTD.,INE699B01027,SAMBHAAV,64.62,SAMBHAAV,64.4151,,,64.51755,Small Cap
2635,SERA INVESTMENTS & FINANCE INDIA LIMITED,INE017I01027,SERA,64.25,,,,,64.25,Small Cap
2636,GTN INDUSTRIES LIMITED,INE537A01013,GTNINDS,64.24,,,,,64.24,Small Cap
2637,TRANS INDIA HOUSE IMPEX LIMITED,INE502D01011,TIHIL,63.7,,,,,63.7,Small Cap
2638,SHIVA GLOBAL AGRO INDUSTRIES LIMITED,INE960E01019,SHIVAAGRO,63.6,,,,,63.6,Small Cap
2639,TIMES GUARANTY LTD.,INE289C01025,TIMESGTY,63.64,TIMESGTY,63.4713,,,63.55565,Small Cap
2640,Mohindra Fasteners Limited,INE705H01011,,,,,MFL,63.5503968000001,63.5503968000001,Small Cap
2641,MALU PAPER MILLS LIMITED,INE383H01017,MALUPAPER,63.31,MALUPAPER,63.2884,,,63.2992,Small Cap
2642,FLOMIC GLOBAL LOGISTICS LIMITED,INE952M01019,FLOMIC,63.28,,,,,63.28,Small Cap
2643,A.K. SPINTEX LTD.,INE671K01019,AKSPINTEX,63.23,,,,,63.23,Small Cap
2644,SHRENIK LTD.,INE632X01030,,,SHRENIK,63.1248,,,63.1248,Small Cap
2645,FUTURISTIC SOLUTIONS LTD.,INE241F01011,FUTSOL,63.11,,,,,63.11,Small Cap
2646,SEYA INDUSTRIES LTD,INE573R01012,SEYAIND,62.98,SEYAIND,63.1286,,,63.0543,Small Cap
2647,ERA BUILDSYS LIMITED,INE040E01028,ERABUILD,63.04,,,,,63.04,Small Cap
2648,BHATIA COLOUR CHEM LIMITED,INE0KQ001017,BCCL,63.02,,,,,63.02,Small Cap
2649,MENA MANI INDUSTRIES LIMITED,INE148B01033,MENAMANI,62.91,,,,,62.91,Small Cap
2650,NAKODA GROUP OF INDUSTRIES LIMITED,INE236Y01012,NGIL,62.52,NGIL,63.2577,,,62.88885,Small Cap
2651,GAYATRI BIOORGANICS LTD,INE052E01015,GAYATRIBI,62.75,,,,,62.75,Small Cap
2652,QUEST SOFTECH (INDIA) LIMITED,INE989J01017,QUEST,62.61,,,,,62.61,Small Cap
2653,SHRI VASUPRADA PLANTATIONS LIMITED,INE574G01013,VASUPRADA,62.52,,,,,62.52,Small Cap
2654,MAAGH ADVERTISING AND MARKETING SERVICES LIMITED,INE0KY201013,MAAGHADV,62.51,,,,,62.51,Small Cap
2655,G.G.AUTOMOTIVE GEARS LTD.,INE493B01017,GGAUTO,62.45,,,,,62.45,Small Cap
2656,"S & S POWER SWITCHGEARS LTD.,",INE902B01017,S&SPOWER,61.9,S&SPOWER,62.3755,,,62.13775,Small Cap
2657,SHRISTI INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,INE472C01027,SHRISTI,62.11,,,,,62.11,Small Cap
2658,AMRAPALI INDUSTRIES LTD,INE762C01021,AMRAPLIN,62.09,,,,,62.09,Small Cap
2659,"AUSTIN ENGINEERING CO. LTD.,",INE759F01012,AUSTENG,62.06,,,,,62.06,Small Cap
2660,FUTURE ENTERPRISES LIMITED,INE623B01027,FEL,61.85,FEL,62.1205,,,61.98525,Small Cap
2661,KARMA ENERGY LIMITED,INE725L01011,KARMAENG,61.46,KARMAENG,62.2886,,,61.8743,Small Cap
2662,SM AUTO STAMPING LIMITED,INE0C4I01011,SMAUTO,61.84,,,,,61.84,Small Cap
2663,Rathi Industries Limited,INE173X01019,,,,,RATHIIND,61.5961,61.5961,Small Cap
2664,"BINAYAK TEX PROCESSORS  LTD.,",INE626H01019,ZBINTXPP,61.58,,,,,61.58,Small Cap
2665,Genesis Finance Company Limited,INE421K01019,,,,,GENESISFIN,61.4713000000001,61.4713000000001,Small Cap
2666,RASI ELECTRODES LTD.,INE822D01021,RASIELEC,61.44,,,,,61.44,Small Cap
2667,ESPIRE HOSPITALITY LIMITED,INE176O01011,ESPIRE,61.41,,,,,61.41,Small Cap
2668,ROYALE MANOR HOTELS & INDUSTRIES LT,INE008C01011,RAYALEMA,61.29,,,,,61.29,Small Cap
2669,SANDU PHARMACEUTICALS LTD.,INE751D01014,SANDUPHQ,61.24,,,,,61.24,Small Cap
2670,DYNAVISION LIMITED,INE083E01010,DYNAVSN,61.05,,,,,61.05,Small Cap
2671,"RATHI STEEL & POWER LTD,",INE336C01016,RATHIST,61.01,,,,,61.01,Small Cap
2672,KESAR TERMINALS & INFRASTRUCTURE LIMITED,INE096L01025,KTIL,60.92,,,,,60.92,Small Cap
2673,GARG FURNACE LTD.,INE194E01015,GARGFUR,60.87,,,,,60.87,Small Cap
2674,GOGIA CAPITAL SERVICES LIMITED,INE832C01014,GOGIACAP,60.86,,,,,60.86,Small Cap
2675,OPTIMUS FINANCE LIMITED,INE031G01014,OPTIFIN,60.85,,,,,60.85,Small Cap
2676,SWARNSARITA JEWELS INDIA LIMITED,INE967A01012,SWARNSAR,60.67,,,,,60.67,Small Cap
2677,EYANTRA VENTURES LIMITED,INE750G01019,EY,60.65,,,,,60.65,Small Cap
2678,AJR INFRA AND TOLLING LIMITED,INE181G01025,AJRINFRA,60.61,,,,,60.61,Small Cap
2679,ECOPLAST LTD.,INE423D01010,ECOPLAST,60.56,,,,,60.56,Small Cap
2680,MORARKA FINANCE LTD.,INE367A01015,MORARKFI,60.46,,,,,60.46,Small Cap
2681,VASUNDHARA RASAYANS LTD.,INE406F01010,VRL,60.44,,,,,60.44,Small Cap
2682,WARREN TEA LTD.,INE712A01012,WARRENTEA,60.36,,,,,60.36,Small Cap
2683,SUNIL AGRO FOODS LTD.,INE224D01012,SUNILAGR,60.33,,,,,60.33,Small Cap
2684,GOEL FOOD PRODUCTS LIMITED,INE0K6L01010,GOEL,60.3,,,,,60.3,Small Cap
2685,"ANSAL BUILDWELL LTD.,",INE030C01015,ANSALBU,60.18,,,,,60.18,Small Cap
2686,HARIYANA SHIP BREAKERS LTD.,INE400G01011,HRYNSHP,60.15,,,,,60.15,Small Cap
2687,ALFAVISION OVERSEAS (INDIA) LTD.,INE883B01027,ALFAVIO,60.13,,,,,60.13,Small Cap
2688,WSFX GLOBAL PAY LIMITED,INE549D01012,WSFX,59.87,,,,,59.87,Small Cap
2689,ARUNA HOTELS LTD.,INE957C01019,ARUNAHTEL,59.81,,,,,59.81,Small Cap
2690,BN HOLDINGS LIMITED,INE00HZ01011,BNHOLDINGS,59.81,,,,,59.81,Small Cap
2691,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD,INE429I01024,CCCL,59.78,,,,,59.78,Small Cap
2692,NATURITE AGRO PRODUCTS LIMITED,INE223R01014,NAPL,59.69,,,,,59.69,Small Cap
2693,RIBA TEXTILES LTD.,INE811H01017,RIBATEX,59.68,,,,,59.68,Small Cap
2694,ECO HOTELS AND RESORTS LIMITED,INE638N01012,ECOHOTELS,59.67,,,,,59.67,Small Cap
2695,BANARAS BEADS LTD.,INE655B01011,BANARBEADS,59.54,BANARBEADS,59.5026,,,59.5213,Small Cap
2696,AMBICA AGARBATHIES & AROMA IND. LTD.,INE792B01012,AMBICAAGAR,59.56,AMBICAAGAR,59.3458,,,59.4529,Small Cap
2697,GUJARAT HOTELS LTD.,INE621C01011,GUJHOTE,59.37,,,,,59.37,Small Cap
2698,LUCENT INDUSTRIES LIMITED,INE622Q01019,LUCENT,59.22,,,,,59.22,Small Cap
2699,ANAND RAYONS LIMITED,INE02GA01012,ARL,59.15,,,,,59.15,Small Cap
2700,SOURCE NATURAL FOODS & HERBAL SUPPL LTD,INE679C01027,SOURCENTRL,58.99,,,,,58.99,Small Cap
2701,SAUMYA CONSULTANTS LTD.,INE563C01015,SAUMYA,58.99,,,,,58.99,Small Cap
2702,B.N.RATHI SECURITIES LTD.,INE710D01010,BNRSEC,58.96,,,,,58.96,Small Cap
2703,D & H INDIA LIMITED,INE589D01018,DHINDIA,58.86,,,,,58.86,Small Cap
2704,DYNAMIC PROTFOLIO MANAGEMENT & SERV,INE118C01018,DYNAMICP,58.65,,,,,58.65,Small Cap
2705,PEARL GREEN CLUBS AND RESORTS LIMITED,INE0GTX01019,PGCRL,58.56,,,,,58.56,Small Cap
2706,ARNOLD HOLDINGS LTD,INE185K01036,ARNOLD,58.5,,,,,58.5,Small Cap
